IDH,IDC,Distancia,Tiempo
12,270,15869,12604
12,290,13517,10605
12,380,10106,7857
12,98,14267,11168
12,113,12972,10165
12,50,14181,11076
12,51,14831,11661
12,54,14190,11147
12,78,12964,10157
12,81,12948,10145
12,127,13831,10802
12,131,15687,12338
12,191,14983,11709
12,196,14190,11147
12,237,14190,11147
12,238,14994,11817
12,318,14125,11028
12,361,14047,11025
12,468,14831,11661
12,5,14188,11006
12,15,14750,11555
12,16,13446,10546
12,18,14000,10970
12,44,13416,10433
12,69,14561,11359
12,70,13418,10500
12,83,13418,10500
12,94,14425,11300
12,99,14003,10917
12,110,13980,10956
12,124,12561,9816
12,136,13698,10706
12,139,15248,12007
12,149,14818,11519
12,159,12391,9680
12,163,12677,9919
12,165,13008,10166
12,169,13813,10820
12,176,13418,10500
12,177,14120,11022
12,185,12859,10046
12,203,13994,10914
12,207,13990,10909
12,215,14304,11156
12,223,14483,11353
12,278,14058,10944
12,286,12547,9795
12,292,13020,10141
12,308,13794,10770
12,322,13418,10500
12,329,13135,10277
12,337,13992,10900
12,356,14230,11093
12,359,13418,10500
12,370,13098,10209
12,374,14445,11263
12,382,12555,9804
12,408,12431,9716
12,410,13038,10172
12,411,13034,10169
12,445,12731,9935
12,449,13418,10500
12,450,13054,10160
12,458,13780,10752
12,461,13972,10900
12,462,13829,10805
12,475,13418,10500
12,490,13652,10661
12,491,13411,10490
12,492,14282,11198
12,497,13044,10196
12,181,21192,15881
12,272,21247,15938
12,141,14326,11686
12,344,15598,12684
12,438,13578,11000
12,183,10667,8386
12,494,11396,8921
12,495,11412,8932
12,7,8132,6188
12,12,7588,5841
12,22,8502,6579
12,26,6597,4992
12,31,8840,6879
12,34,8571,6598
12,45,8173,6277
12,93,7641,5882
12,115,7566,5825
12,168,7651,5893
12,206,9020,6807
12,219,7647,5890
12,221,8600,6643
12,241,7771,5992
12,275,7576,5833
12,283,9952,7620
12,309,7681,5915
12,326,7588,5841
12,373,7588,5841
12,409,7885,6021
12,414,8428,6386
12,431,8664,6695
12,443,8307,6310
12,453,7515,5797
12,463,7925,6105
12,74,11241,8793
12,383,11223,8775
12,417,12242,9533
12,499,11221,8774
12,23,11464,8877
12,79,11526,8919
12,162,12486,9633
12,175,13113,10085
12,204,13163,10120
12,338,11905,9198
12,390,11464,8877
12,170,11802,9144
12,213,11733,9091
12,76,9537,7396
12,108,10469,8118
12,128,10539,8236
12,148,8172,6214
12,164,9468,7321
12,234,9484,7357
12,235,9549,7404
12,245,10582,8182
12,258,10577,8178
12,287,9650,7477
12,294,10342,8071
12,302,10342,8071
12,381,10133,7867
12,415,10342,8071
12,428,9860,7712
12,487,9807,7583
12,488,10342,8071
12,500,10186,7867
12,6,8904,6882
12,10,8839,6832
12,28,9559,7459
12,37,10074,7813
12,63,9586,7430
12,71,8911,6888
12,72,9366,7310
12,73,8577,6645
12,75,7923,6124
12,77,8209,6326
12,86,8734,6773
12,97,8734,6773
12,105,9656,7484
12,111,8303,6402
12,119,9771,7564
12,158,8461,6520
12,182,9319,7280
12,184,9055,7077
12,218,8582,6606
12,222,8309,6405
12,226,8848,6852
12,263,9728,7463
12,276,8886,6860
12,284,8003,6189
12,296,9036,7022
12,297,9483,7342
12,298,9130,6895
12,300,8033,6218
12,330,8734,6773
12,335,9849,7641
12,340,8216,6365
12,348,9808,7654
12,353,9461,7379
12,354,9019,7001
12,366,9395,7328
12,372,8403,6485
12,376,9286,7155
12,399,8032,6190
12,406,8285,6430
12,418,8917,6911
12,427,9062,7032
12,451,8531,6610
12,476,9922,7697
12,489,9896,7576
12,11,14190,10710
12,25,9405,7045
12,80,8622,6526
12,100,8813,6684
12,116,9992,7500
12,140,8753,6645
12,142,9038,6840
12,171,9107,6877
12,195,8151,6199
12,198,9558,7220
12,200,8727,6605
12,202,8778,6648
12,225,8549,6517
12,229,8654,6600
12,285,8589,6516
12,324,10380,7745
12,360,8550,6654
12,362,8437,6453
12,368,8757,6648
12,395,10919,8124
12,401,8153,6216
12,454,8500,6503
12,459,9038,6840
12,14,14310,11057
12,65,14472,11182
12,88,15108,11683
12,89,15328,11862
12,95,14019,10844
12,101,15328,11862
12,147,15361,11853
12,152,15221,11774
12,179,14207,10988
12,211,14321,11065
12,268,15328,11862
12,279,15691,12103
12,280,15328,11862
12,336,15328,11862
12,349,15643,12044
12,377,14621,11295
12,384,14864,11458
12,402,14512,11209
12,457,14102,10908
12,465,15092,11672
12,4,14842,11454
12,56,14801,11432
12,61,12496,9607
12,178,12790,9886
12,301,14948,11539
12,33,6937,5248
12,35,7478,5733
12,41,7117,5414
12,67,6539,4954
12,82,7536,5653
12,91,7553,5669
12,106,7478,5733
12,133,7749,5773
12,144,7478,5733
12,157,7478,5733
12,167,7478,5733
12,173,7478,5733
12,312,7657,5711
12,325,6545,4918
12,332,6440,4886
12,343,14927,11685
12,375,7478,5733
12,388,7234,5460
12,392,7488,5622
12,394,6906,5209
12,397,6958,5260
12,40,13393,10401
12,90,14290,11096
12,102,14075,10918
12,103,15180,11803
12,104,13913,10813
12,126,14286,11088
12,150,13346,10365
12,199,13959,10847
12,212,14372,11160
12,355,14107,10948
12,425,13679,10604
12,269,17146,12547
12,189,12921,9298
12,205,10738,7704
12,352,12025,8617
12,367,12467,8986
12,416,11969,8612
12,426,11310,8116
12,432,11310,8116
12,493,12029,8656
12,3,9749,7626
12,117,9787,7624
12,134,9368,7335
12,227,8746,6770
12,434,9136,7061
12,378,7641,5899
12,17,3086,2232
12,351,3455,2492
12,20,5072,3886
12,66,8425,6553
13,156,78045,62465
13,311,76509,61305
13,13,84937,66958
13,240,84920,66947
13,328,84929,66953
13,1,82353,65068
13,85,81025,64096
13,123,81025,64096
13,201,80957,64067
13,230,83212,66521
13,261,80528,63753
13,313,81017,64119
13,316,83106,65684
13,342,78785,62488
13,114,75479,60087
13,295,77494,61541
13,323,75494,60100
13,365,75240,59915
13,398,77418,61500
13,455,78799,62479
13,60,88621,69328
13,130,88663,69355
13,155,97797,79014
13,386,37386,32104
13,441,35849,30775
13,154,35353,30660
13,303,34992,30376
13,274,37685,32055
13,39,36393,31134
13,187,35721,30636
13,214,36014,30863
13,314,36080,30911
13,403,36204,30996
13,305,33218,30199
13,59,39158,33110
13,129,39191,33094
13,166,39374,33238
13,288,39371,33223
13,469,41677,34965
13,216,52132,43624
13,232,51582,43232
13,460,51454,43141
13,473,52132,43624
13,9,50248,42331
13,29,47958,40738
13,68,47958,40738
13,118,50593,42561
13,122,47958,40738
13,138,49940,42134
13,190,49462,41791
13,231,51426,43123
13,273,48129,40846
13,396,47679,41017
13,404,49989,42159
13,442,47495,40458
13,447,48145,40857
13,480,50611,42578
13,486,47958,40738
13,197,32705,28377
13,456,71158,57193
13,87,72658,58123
13,120,72252,57829
13,132,72658,58123
13,369,72658,58123
13,436,72446,57965
13,496,72658,58123
13,53,72050,58103
13,55,72340,58379
13,107,72795,59066
13,151,72450,58770
13,188,72598,58878
13,293,72448,58769
13,341,72598,58878
13,346,72377,58389
13,153,70964,57351
13,289,71637,58343
13,339,70635,57538
13,52,68871,56282
13,137,71224,57523
13,145,69364,56611
13,228,68755,56163
13,282,69335,56021
13,315,69364,56611
13,327,69429,56680
13,334,70578,57460
13,350,69299,55997
13,363,68541,56002
13,379,69412,56664
13,413,72919,58428
13,421,69953,57050
13,433,68622,56062
13,448,68682,56106
13,439,70131,56503
13,483,68960,55604
13,407,59381,50890
13,320,54043,44984
13,319,51345,43293
13,58,53890,44551
13,8,53168,44055
13,49,52237,43389
13,135,53105,44020
13,143,53261,44125
13,161,53728,44472
13,307,54623,45125
13,387,51345,42801
13,419,53105,44020
13,424,52948,43920
13,299,64043,53561
13,331,64161,52588
13,2,64303,52353
13,36,66071,53542
13,38,64395,52386
13,47,68946,55660
13,64,64884,52772
13,84,66145,53602
13,172,67000,54259
13,180,65870,53395
13,186,64053,52149
13,194,66145,53602
13,247,66145,53602
13,248,66195,53640
13,253,65858,53387
13,259,66074,53548
13,260,65997,53490
13,265,66145,53602
13,266,66145,53602
13,267,66197,53642
13,321,66190,53636
13,333,64217,52270
13,345,65872,53396
13,357,66658,53976
13,371,67000,54259
13,385,63813,51991
13,389,66797,54090
13,405,68028,54974
13,420,65872,53396
13,423,64282,52339
13,429,65366,53097
13,430,66812,54138
13,435,66943,54165
13,437,66648,54021
13,466,64303,52353
13,474,66198,53642
13,477,67594,54685
13,479,64647,52558
13,484,64988,52859
13,21,58486,48361
13,233,58549,48386
13,446,59121,48791
13,478,59121,48791
13,19,57643,47753
13,24,57878,47923
13,27,57846,47905
13,30,56131,46629
13,42,56991,47266
13,43,56715,47075
13,46,57199,47426
13,57,57509,47632
13,62,57120,47359
13,92,57199,47426
13,96,57854,47907
13,112,57199,47426
13,121,42677,38395
13,160,58317,48244
13,174,57199,47426
13,192,57925,47956
13,193,58004,48011
13,208,57450,47575
13,209,57887,47936
13,210,57835,47896
13,220,57865,47919
13,224,56589,46972
13,242,57899,47937
13,243,57902,47939
13,244,58068,48056
13,246,57879,47923
13,249,57863,47912
13,250,57876,47927
13,251,57863,47912
13,252,57879,47923
13,254,57890,47931
13,255,57863,47912
13,256,57879,47923
13,257,57960,47980
13,262,58035,48040
13,264,57863,47912
13,271,57895,47937
13,277,58207,48162
13,281,57199,47426
13,291,55713,46420
13,306,57857,47910
13,310,56374,46853
13,317,54819,45804
13,347,57880,47924
13,358,57841,47897
13,364,57199,47426
13,391,57923,47951
13,393,56848,47279
13,400,57082,47330
13,412,57199,47426
13,422,57897,47935
13,444,57480,47629
13,452,57879,47923
13,464,57776,47852
13,467,57745,47819
13,471,57960,47988
13,472,58045,48032
13,481,54527,47221
13,485,57879,47923
13,498,57851,47909
13,125,54778,47425
13,239,53657,46651
13,270,54886,45972
13,290,55660,46382
13,380,59952,49233
13,98,56300,46734
13,113,56619,47043
13,50,55430,46123
13,51,54227,45310
13,54,54898,45782
13,78,56713,46992
13,81,56728,47003
13,127,55526,46204
13,131,53981,45146
13,191,54782,45713
13,196,54898,45782
13,237,54898,45782
13,238,54063,45198
13,318,55449,46131
13,361,55014,45856
13,468,54227,45310
13,5,56503,46782
13,15,54717,45678
13,16,56370,46723
13,18,55917,46407
13,44,57137,47244
13,69,55815,46328
13,70,56596,46893
13,83,56596,46893
13,94,55042,45906
13,99,56163,46564
13,110,55898,46394
13,124,57319,47275
13,136,56271,46658
13,139,54835,45745
13,149,55947,46394
13,159,57311,47449
13,163,57228,47402
13,165,57036,47257
13,169,55797,46441
13,176,56596,46893
13,177,55874,46369
13,185,56835,47226
13,203,56046,46483
13,207,56150,46556
13,215,55748,46274
13,223,55280,46089
13,278,56512,46787
13,286,57318,47436
13,292,56930,46948
13,308,56059,46637
13,322,56596,46893
13,329,56905,47297
13,337,56578,46844
13,356,55890,46366
13,359,56596,46893
13,370,56921,47097
13,374,55930,46406
13,382,57109,47423
13,408,57271,47421
13,410,56669,47102
13,411,56673,47105
13,445,57088,47265
13,449,56596,46893
13,450,56900,46906
13,458,56336,46690
13,461,56069,46500
13,462,56139,46564
13,475,56596,46893
13,490,56516,46961
13,491,56690,46992
13,492,55178,46006
13,497,56868,47267
13,181,78713,63342
13,272,78768,63399
13,141,56672,48758
13,344,58296,50335
13,438,56806,49021
13,183,58432,48408
13,494,58374,48376
13,495,58390,48388
13,7,63848,51863
13,12,63042,51321
13,22,62530,50985
13,26,63289,51606
13,31,62129,50688
13,34,62456,50938
13,45,63469,51654
13,93,63192,51433
13,115,63282,51500
13,168,63353,51557
13,206,64737,52482
13,219,63350,51555
13,221,62549,50992
13,241,63199,51467
13,275,63292,51508
13,283,62691,51064
13,309,63231,51466
13,326,63042,51321
13,373,63042,51321
13,409,63601,51696
13,414,64145,52062
13,431,62368,50863
13,443,64010,51974
13,453,63122,51390
13,463,62705,51086
13,74,58578,48217
13,383,58596,48231
13,417,57471,47321
13,499,58598,48231
13,23,58011,47699
13,79,57978,47667
13,162,57269,47138
13,175,56551,46563
13,204,56548,46557
13,338,57582,47369
13,390,58011,47699
13,170,59568,48751
13,213,59571,48775
13,76,60084,49225
13,108,59107,48542
13,128,58993,48454
13,148,63888,51889
13,164,60212,49333
13,234,60110,49244
13,235,60072,49216
13,245,59031,48465
13,258,59035,48468
13,287,60014,49197
13,294,59631,48911
13,302,59631,48911
13,381,59518,48818
13,415,59631,48911
13,428,59711,48979
13,487,59759,48991
13,488,59631,48911
13,500,59613,48886
13,6,62102,50669
13,10,62047,50634
13,28,60399,49454
13,37,60987,49854
13,63,61635,50366
13,71,62095,50664
13,72,60549,49561
13,73,62100,50680
13,75,62057,50652
13,77,62281,50802
13,86,62103,50686
13,97,62103,50686
13,105,61705,50414
13,111,62188,50742
13,119,61355,50113
13,158,62329,50844
13,182,60502,49531
13,184,60411,49468
13,218,62466,50946
13,222,62193,50745
13,226,61833,50481
13,263,62466,50907
13,276,62162,50715
13,284,61977,50601
13,296,60498,49551
13,297,61643,50311
13,298,64519,52290
13,300,61906,50553
13,330,62103,50686
13,335,61237,50037
13,340,61866,50533
13,348,60771,49701
13,353,60497,49520
13,354,61510,50281
13,366,60578,49580
13,372,62271,50809
13,376,62025,50599
13,399,62598,51016
13,406,61545,50307
13,418,61866,50503
13,427,61536,50328
13,451,62147,50714
13,476,61161,49984
13,489,62635,51020
13,11,66929,54154
13,25,65121,52720
13,80,64338,52202
13,100,64207,52079
13,116,65293,52805
13,140,64148,52041
13,142,64439,52226
13,171,64502,52272
13,195,63867,51875
13,198,64690,52407
13,200,64444,52280
13,202,64494,52323
13,225,63943,51913
13,229,63889,51879
13,285,64292,52181
13,324,65807,53150
13,360,62520,50969
13,362,63577,51714
13,368,64151,52043
13,395,66347,53529
13,401,63855,51881
13,454,63632,51690
13,459,64439,52226
13,14,55576,45874
13,65,54994,45439
13,88,54579,45128
13,89,54351,44969
13,95,55418,45750
13,101,54351,44969
13,147,54503,45041
13,152,54401,44999
13,179,55229,45618
13,211,55586,45881
13,268,54351,44969
13,279,54353,44931
13,280,54351,44969
13,336,54351,44969
13,349,54648,45146
13,377,54815,45308
13,384,55154,45519
13,402,55012,45447
13,457,55568,45864
13,465,54562,45117
13,4,57686,47363
13,56,57364,47135
13,61,57930,47556
13,178,58273,47801
13,301,57358,47129
13,33,63576,51820
13,35,62069,50722
13,41,63179,51519
13,67,63231,51568
13,82,64175,52224
13,91,64192,52240
13,106,62069,50722
13,133,64432,52355
13,144,62069,50722
13,157,62069,50722
13,167,62069,50722
13,173,62069,50722
13,312,64350,52325
13,325,64252,52260
13,332,63007,51404
13,343,55015,45755
13,375,62069,50722
13,388,63873,52031
13,392,64127,52193
13,394,63599,51823
13,397,63597,51831
13,40,56241,46421
13,90,55294,45697
13,102,55509,45881
13,103,55265,45884
13,104,55684,45979
13,126,55361,45747
13,150,56316,46476
13,199,55638,45946
13,212,55266,45676
13,355,55605,45958
13,425,56335,46479
13,269,74668,60008
13,189,72903,58571
13,205,73639,59133
13,352,73798,59200
13,367,72013,57926
13,416,72878,58571
13,426,73201,58792
13,432,73201,58792
13,493,72818,58527
13,3,59294,49012
13,117,59733,49267
13,134,59679,49285
13,227,60901,50091
13,434,61024,50170
13,378,62055,50924
13,17,66666,54206
13,351,66216,53819
13,20,64076,52711
13,66,60809,50062
